,Adj Close
1116,828.549988
1117,822.099976
1118,817.349976
1119,819.5599980000001
1120,809.900024
1121,805.47998
1122,788.419983
1123,782.1900019999999
1124,781.099976
1125,802.030029
1126,811.97998
1127,805.590027
1128,780.289978
1129,771.75
1130,753.219971
1131,775.159973
1132,779.97998
1133,786.159973
1134,775.969971
1135,784.799988
1136,785.0
1137,779.0
1138,780.22998
1139,785.789978
1140,789.4400019999999
1141,775.880005
1142,764.330017
1143,764.460022
1144,778.219971
1145,776.179993
1146,791.469971
1147,795.169983
1148,809.450012
1149,807.900024
1150,815.340027
1151,817.8900150000001
1152,815.650024
1153,809.840027
1154,812.5
1155,815.200012
1156,812.200012
1157,809.679993
1158,807.799988
1159,809.929993
1160,804.570007
1161,802.880005
1162,792.450012
1163,808.01001
1164,807.77002
1165,813.02002
1166,825.210022
1167,827.179993
1168,826.01001
1169,829.8599849999999
1170,829.530029
1171,830.9400019999999
1172,827.460022
1173,829.02002
1174,824.369995
1175,828.169983
1176,844.429993
1177,849.5300289999999
1178,858.4500119999999
1179,856.9799800000001
1180,845.0300289999999
1181,823.830017
1182,820.1900019999999
1183,815.23999
1184,818.26001
1185,820.130005
1186,821.619995
1187,829.22998
1188,829.880005
1189,830.0599980000001
1190,834.849976
1191,838.9600220000001
1192,840.0300289999999
1193,837.320007
1194,842.169983
1195,846.5499880000001
1196,849.2700199999999
1197,851.3599849999999
1198,851.0
1199,847.8099980000001
1200,849.669983
1201,844.929993
1202,856.75
1203,849.849976
1204,849.080017
1205,847.2700199999999
1206,851.150024
1207,853.6400150000001
1208,857.840027
1209,861.409973
1210,864.580017
1211,865.909973
1212,868.3900150000001
1213,870.0
1214,872.3699949999999
1215,867.909973
1216,850.1400150000001
1217,849.7999880000001
1218,839.650024
1219,835.1400150000001
1220,838.51001
1221,840.6300050000001
1222,849.8699949999999
1223,849.4799800000001
1224,847.7999880000001
1225,856.75
1226,852.570007
1227,848.909973
1228,845.099976
1229,842.099976
1230,841.7000119999999
1231,839.8800050000001
1232,841.4600220000001
1233,840.179993
1234,855.1300050000001
1235,853.98999
1236,856.51001
1237,860.080017
1238,858.9500119999999
1239,878.929993
1240,888.840027
1241,889.1400150000001
1242,891.4400019999999
1243,924.5200199999999
1244,932.820007
1245,937.090027
1246,948.4500119999999
1247,954.7199710000001
1248,950.2800289999999
1249,958.6900019999999
1250,956.7100220000001
1251,954.840027
1252,955.8900150000001
1253,955.1400150000001
1254,959.2199710000001
1255,964.6099849999999
1256,942.169983
1257,950.5
